II/, ABP/, PLETH/, RESP/
133,215,127,33
132,209,124,34
132,199,121,35
132,186,118,36
133,174,115,37
132,162,113,38
130,151,111,38
125,139,110,39
125,128,109,40
162,115,109,40
209,102,109,41
215,89,109,41
144,78,110,42
121,72,111,42
127,73,112,43
128,79,112,43
128,87,112,44
128,93,112,44
127,97,111,45
127,99,111,46
127,100,111,47
127,101,111,48
127,100,111,49
126,98,111,50
126,94,111,50
125,89,111,51
124,82,111,52
123,74,112,53
121,68,113,55
119,62,115,56
117,57,117,58
116,54,120,60
116,51,124,62
118,49,128,64
120,48,132,66
125,48,135,68
130,49,138,70
135,54,140,71
138,64,141,73
140,84,142,75
140,113,141,77
141,150,139,78
139,183,136,80
135,208,133,81
133,219,130,82
132,219,127,83
132,211,123,84
133,199,120,84
133,187,118,85
133,174,115,85
132,162,113,85
130,151,111,85
125,140,110,85
125,129,109,85
160,117,108,84
210,103,108,84
218,90,108,83
149,80,108,83
122,76,108,82
127,78,109,82
129,85,109,81
128,91,110,80
128,96,110,79
127,99,110,78
127,101,110,78
127,102,110,77
127,102,109,76
127,100,109,75
127,98,109,74
127,93,109,73
126,87,109,72
125,80,110,70
123,73,111,68
122,67,113,67
119,61,114,65
117,57,117,63
116,54,121,62
116,51,125,60
118,49,129,59
120,47,132,57
125,47,136,56
130,48,138,54
136,52,140,53
139,62,141,52
140,82,140,50
142,113,139,49
142,151,138,48
139,186,136,47
136,209,133,47
134,219,130,46
133,217,127,45
133,209,124,44
133,196,121,43
133,183,117,43
133,170,114,43
133,159,112,42
130,148,109,42
126,137,108,42
132,126,107,42
168,114,108,42
213,101,110,42
214,87,111,42
138,77,112,42
122,72,113,43
128,75,114,43
129,81,114,43
128,88,115,44
128,93,115,44
128,97,115,45
128,98,115,46
128,99,115,46
127,99,115,47
127,98,115,48
127,95,115,49
127,91,115,50
126,85,115,50
125,78,115,51
123,71,116,52
121,64,118,52
119,59,120,53
117,55,123,54
116,51,127,54
116,49,130,55
118,47,133,56
121,46,136,56
126,47,139,57
131,48,141,58
136,53,143,59
139,64,144,61
140,84,144,62
141,114,144,63
141,150,142,64
138,183,140,66
135,207,137,67
133,217,134,68
132,216,131,69
132,209,129,70
132,197,125,71
133,185,122,72
133,172,119,72
132,161,117,73
129,150,115,73
124,139,113,74
134,128,112,74
174,115,111,74
217,102,111,75
191,89,112,75
135,79,112,76
122,74,113,76
128,77,114,77
128,84,114,78
128,91,114,78
128,97,115,79
127,99,115,80
127,101,115,81
127,102,115,82
127,101,115,83
127,100,115,84
127,98,115,85
126,93,115,86
125,87,115,86
124,80,115,87
122,73,115,88
120,67,117,88
118,61,118,89
117,57,121,89
116,53,124,90
117,50,128,90
119,48,132,89
122,47,136,89
127,48,139,88
132,50,141,87
137,55,143,86
139,69,144,85
140,92,144,84
141,125,143,82
142,162,141,81
138,194,139,80
135,214,135,79
133,221,132,77
133,218,128,76
132,208,124,74
132,195,121,73
132,182,118,71
133,169,115,70
132,158,114,68
128,147,112,67
125,137,111,65
136,125,110,64
177,113,110,62
215,99,109,60
185,86,109,59
131,77,109,58
122,74,110,56
128,78,110,55
129,85,111,54
128,91,111,53
128,95,111,52
127,98,112,51
127,99,112,50
127,99,112,49
127,99,112,49
127,98,112,48
127,95,112,48
126,91,113,47
125,85,113,47
124,77,114,47
122,70,116,47
120,64,118,47
118,58,120,46
116,54,123,46
115,50,126,47
115,47,130,47
118,46,133,47
121,45,137,47
126,45,140,47
132,47,143,48
137,53,144,48
139,65,145,49
140,89,145,50
142,121,144,51
141,158,142,52
138,190,139,52
135,210,137,53
133,217,134,54
133,214,131,55
132,205,128,56
133,192,125,57
133,180,122,57
133,168,119,58
132,157,117,59
128,146,115,59
125,135,114,60
142,124,113,60
190,111,113,61
221,98,113,61
178,85,113,61
128,76,114,62
122,73,114,62
129,76,115,62
128,83,115,63
128,91,115,64
128,97,115,64
128,101,115,65
128,103,115,66
127,105,115,67
127,105,115,68
127,104,115,69
127,101,115,71
127,95,115,73
126,88,115,75
124,80,115,78
123,73,116,81
120,67,117,85
118,62,119,89
117,59,122,93
116,57,126,96
117,55,130,100
119,53,134,104
123,52,138,109
128,52,142,114
133,54,144,120
138,61,146,125
140,76,147,131
141,103,147,137
141,140,146,142
141,178,143,148
138,208,141,155
135,226,137,161
133,231,134,169
132,225,130,177
133,215,127,186
133,202,124,194
133,189,122,203
133,176,120,212
132,165,118,220
128,153,116,229
125,142,115,237
140,130,115,245
187,117,115,250
221,104,115,255
182,92,116,255
130,85,116,255
123,84,116,255
129,89,116,255
128,95,116,255
128,101,116,255
128,105,116,255
128,108,116,255
127,109,116,255
127,110,116,255
127,110,115,255
127,108,115,255
127,105,115,255
126,99,115,255
125,91,115,255
124,84,116,255
123,76,118,255
121,70,119,255
119,65,122,255
117,61,125,255
116,57,129,255
117,55,133,255
119,54,137,255
122,53,141,255
127,54,145,255
133,57,147,255
137,64,149,255
139,80,150,255
140,107,150,255
141,143,148,255
139,181,147,255
136,211,144,255
134,227,142,255
132,231,139,255
132,224,136,255
132,213,133,255
132,200,130,255
132,187,127,255
132,175,125,255
130,164,124,255
126,153,122,255
123,141,121,255
146,127,120,255
197,113,120,255
217,99,120,255
168,87,121,255
124,80,121,255
122,81,122,255
128,89,123,255
127,97,124,255
127,104,124,255
127,107,124,255
126,108,124,255
126,108,124,255
126,107,124,255
126,105,123,255
126,103,123,255
125,99,123,255
125,95,123,255
124,89,124,255
123,81,125,255
121,74,126,255
119,68,128,255
117,63,131,255
116,58,134,255
115,54,138,255
116,52,141,255
119,50,144,255
123,49,147,248
128,51,149,240
134,54,151,232
138,62,152,223
139,77,153,214
140,103,152,204
140,138,150,196
138,174,147,187
135,202,143,179
133,218,139,171
132,221,136,163
132,215,132,155
132,203,129,147
132,191,126,138
132,178,123,131
132,166,120,123
130,155,118,117
125,145,116,110
124,133,115,104
158,121,114,97
207,108,115,91
216,94,115,84
149,83,115,78
121,76,116,72
127,77,116,66
128,83,116,60
128,90,116,55
127,96,116,50
127,99,116,46
127,101,116,42
127,103,116,38
127,103,116,34
126,102,116,30
126,99,115,26
126,96,115,22
125,90,114,19
124,83,114,16
123,76,114,13
121,69,115,10
119,63,116,7
116,59,119,4
115,55,121,1
116,51,125,0
117,49,128,0
119,48,131,0
124,48,134,0
130,49,137,0
135,53,139,0
138,62,140,0
139,81,140,0
141,111,139,0
141,147,138,0
138,180,136,0
135,205,134,0
133,216,130,0
132,217,127,0
132,209,123,0
132,198,119,0
133,185,116,0
133,172,113,0
132,160,110,0
129,149,108,0
125,137,106,0
132,126,105,0
171,113,104,0
215,100,103,0
195,86,103,0
138,76,103,0
122,71,104,0
128,74,104,0
129,80,104,0
128,87,105,0
128,93,105,0
127,96,106,0
127,97,106,0
127,98,106,0
127,98,107,0
127,97,107,0
127,95,107,0
126,91,107,0
125,85,107,0
124,78,108,0
122,71,109,0
121,65,111,0
118,59,113,0
116,55,116,0
116,51,119,0
116,49,122,0
118,48,125,0
121,47,129,0
126,47,132,0
131,49,135,0
136,53,137,1
139,64,138,2
140,86,138,4
141,118,138,6
141,155,136,7
138,189,134,9
135,211,132,11
133,221,129,12
133,219,125,14
133,211,121,16
133,199,118,17
133,187,115,19
133,175,112,21
132,164,109,23
128,153,107,24
124,143,105,26
135,131,104,28
177,119,104,29
219,105,104,32
191,91,104,34
135,81,104,37
124,77,105,40
129,80,105,43
129,88,105,46
128,96,106,50
128,102,106,53
128,105,107,58
128,107,107,63
128,107,108,69
128,107,108,75
127,105,108,82
127,101,109,89
127,97,109,96
126,90,109,104
125,83,110,111
123,76,111,118
122,70,112,125
119,65,114,132
118,61,117,139
117,58,120,147
118,55,124,154
119,53,128,162
122,52,132,169
127,51,135,176
133,53,137,183
137,59,139,189
140,73,141,196
140,99,141,203
141,134,141,210
142,172,139,217
138,205,137,224
135,225,133,231
133,231,130,238
132,227,127,246
132,216,124,251
132,203,121,255
132,189,118,255
132,177,116,255
131,166,115,255
127,155,113,255
124,145,112,255
137,133,111,255
182,121,111,255
222,107,111,255
189,95,111,255
134,86,111,255
123,83,111,255
128,87,111,255
129,94,111,255
128,101,111,255
128,105,111,255
128,108,111,255
127,109,111,255
127,111,111,255
127,111,111,255
127,109,111,255
127,106,111,255
126,100,111,255
125,93,111,255
124,84,112,255
123,77,113,255
121,70,114,255
119,65,117,255
117,61,120,255
116,58,124,255
116,56,129,255
118,55,133,255
122,55,137,255
127,54,141,255
132,55,144,255
137,61,145,255
139,75,146,255
140,100,146,255
141,135,145,255
139,172,144,255
136,203,142,255
134,221,140,255
132,227,137,255
132,222,134,255
131,211,131,255
131,197,128,255
131,184,125,255
131,172,123,255
130,161,121,255
126,150,120,255
124,139,119,255
146,127,118,255
195,114,118,255
215,101,118,255
166,88,119,255
123,81,119,255
121,80,120,255
127,86,121,255
127,93,121,255
127,99,122,255
127,102,122,255
127,104,122,255
127,105,122,255
127,106,121,255
126,105,121,255
126,103,120,254
126,99,119,253
125,93,118,247
124,86,118,241
123,78,118,235
121,71,119,229
119,66,121,221
117,61,123,214
116,57,126,205
116,55,130,197
117,52,134,188
119,51,137,179
123,50,140,169
128,50,142,160
134,53,144,152
137,60,145,143
139,75,145,136
140,101,145,128
140,137,143,120
139,174,141,113
136,203,139,105
134,219,136,97
132,221,133,91
132,215,130,84
132,204,127,78
132,191,124,73
132,178,121,67
132,166,118,61
130,155,115,56
125,144,113,50
124,132,112,45
158,120,111,40
208,107,110,35
218,93,110,30
150,83,111,26
121,77,111,22
127,78,111,18
128,85,111,15
128,91,111,11
127,97,111,8
127,100,111,6
127,101,111,3
127,101,111,1
126,101,111,0
126,100,110,0
126,98,110,0
125,94,110,0
125,89,110,0
124,83,111,0
122,77,111,0
121,70,113,0
119,64,115,0
116,59,118,0
115,55,121,0
115,51,125,0
117,49,128,0
119,47,132,0
124,46,135,0
129,47,138,0
135,51,140,0
138,61,141,0
139,81,142,0
140,111,141,0
141,147,140,0
138,181,138,0
135,206,135,0
133,217,131,0
132,217,128,0
132,209,124,0
132,197,120,0
132,184,117,0
132,172,114,0
132,160,112,0
129,149,110,0
125,139,109,0
134,127,109,0
172,115,108,0
214,101,108,0
190,88,108,0
135,78,108,0
122,73,109,0
128,75,109,0
129,82,109,0
128,89,110,0
128,94,110,0
128,97,111,0
127,99,111,0
127,100,111,0
127,100,112,0
127,99,111,0
127,97,111,0
126,93,111,0
125,87,111,0
124,79,111,0
123,72,112,0
121,65,113,0
118,60,115,0
116,56,118,0
116,53,121,0
116,51,124,1
118,50,128,3
121,49,131,5
126,49,134,7
131,51,137,8
136,55,139,10
139,67,140,12
139,89,140,14
141,121,139,16
141,158,138,18
138,191,136,20
135,213,133,22
133,222,130,24
132,220,128,26
132,211,124,27
132,198,121,29
133,185,117,30
133,173,114,31
132,161,112,32
128,150,109,33
124,139,107,34
135,128,107,34
178,115,106,35
218,102,106,36
188,89,107,36
134,79,107,37
123,76,108,37
128,80,108,38
129,87,109,38
128,94,109,39
128,99,109,40
128,101,109,40
127,103,109,41
127,103,109,41
127,102,109,42
127,101,108,42
126,98,108,43
126,93,108,43
125,87,108,44
124,81,109,44
123,74,110,44
121,67,111,44
118,62,113,44
116,57,116,43
116,53,119,43
116,51,123,43
118,49,127,42
122,48,131,42
127,48,134,41
132,51,136,40
137,57,138,39
139,70,138,38
140,94,138,37
141,127,138,36
142,163,136,35
138,194,134,35
135,213,131,34
133,219,128,33
133,215,125,32
133,205,121,32
132,192,117,31
132,179,114,31
133,167,112,30
132,156,110,29
129,145,109,29
126,134,107,29
142,122,107,28
188,109,106,28
216,95,106,28
173,82,107,27
126,74,107,27
122,72,107,27
129,76,108,27
129,84,108,27
129,91,109,27
128,95,109,27
128,97,109,27
128,99,110,27
128,99,109,27
127,99,109,28
127,97,109,28
127,94,109,29
127,89,109,29
126,83,109,30
124,76,110,30
123,69,111,31
121,63,113,31
118,59,115,32
116,55,118,33
116,51,122,33
117,49,126,34
119,47,130,35
123,47,133,36
128,48,137,37
134,51,139,38
138,57,141,39
140,72,142,41
141,98,142,42
142,133,140,43
140,169,139,44
137,199,137,46
135,217,135,47
134,222,131,48
133,218,128,49
133,208,124,51
133,195,121,52
133,183,118,53
133,171,115,55
131,161,113,57
127,151,111,58
125,140,109,60
147,129,108,63
198,116,108,65
221,103,108,68
171,90,107,71
126,82,108,75
123,80,108,78
129,85,109,81
128,92,109,85
128,99,110,90
128,103,110,95
128,106,111,101
128,108,111,108
128,109,112,114
127,108,112,120
127,106,113,126
127,102,113,132
127,96,113,140
126,89,114,147
125,82,114,156
123,75,115,164
121,69,117,173
119,65,119,181
117,61,122,190
117,58,126,199
118,56,130,207
120,54,134,215
124,53,137,222
129,53,140,229
135,56,143,236
139,65,145,243
140,83,146,249
141,113,146,255
142,152,145,255
140,190,143,255
137,217,141,255
134,231,138,255
133,232,135,255
132,224,131,255
132,211,128,255
132,198,126,255
132,185,123,255
132,173,121,255
130,163,119,255
126,151,117,255
124,141,116,255
155,129,115,255
207,116,114,255
221,103,114,255
159,91,114,255
123,85,114,255
127,86,114,255
129,92,114,255
128,99,114,255
128,105,114,255
128,108,114,255
127,110,114,255
127,111,114,255
127,111,114,255
127,110,113,255
127,108,113,255
126,104,113,255
126,98,113,255
125,90,114,255
124,82,114,255
122,75,116,255
120,69,118,255
118,64,121,255
116,60,124,255
116,57,128,255
117,55,132,255
120,54,136,255
124,53,140,255
130,55,143,255
135,58,146,255
138,67,147,255
139,85,148,255
141,115,147,255
141,151,146,255
138,186,144,255
135,211,142,255
133,223,139,255
132,224,137,255
132,216,134,255
132,205,131,255
132,192,128,255
132,179,125,255
131,167,123,255
128,156,121,255
124,145,120,255
132,133,119,255
170,120,119,255
216,106,119,255
217,93,120,255
139,84,120,255
121,81,121,255
127,84,122,255
127,91,123,255
127,97,123,255
127,101,123,255
127,104,123,255
126,105,123,253
126,105,122,251
126,104,122,244
126,103,121,237
126,100,120,230
125,96,119,223
125,90,119,216
124,83,119,209
122,76,119,201
120,70,120,193
118,65,122,185
116,60,125,176
115,57,128,168
116,54,132,160
118,51,134,152
121,50,138,145
126,50,140,137
131,51,143,129
136,56,145,121
138,67,146,112
139,89,146,104
140,121,145,96
139,158,144,88
136,191,142,81
134,213,139,74
132,221,136,68
131,219,134,62
131,209,130,56
131,196,127,51
132,183,124,46
132,171,120,41
131,159,117,36
127,149,115,32
124,138,113,27
142,127,112,24
188,115,111,20
215,101,111,17
173,89,112,14
126,79,112,11
121,77,112,8
128,81,113,5
127,87,113,2
127,94,113,1
127,98,113,0
127,101,113,0
127,102,113,0
126,102,112,0
126,102,112,0
126,101,112,0
126,98,111,0
125,93,111,0
124,87,112,0
123,79,112,0
122,72,113,0
119,65,115,0
117,61,117,0
116,57,120,0
115,53,123,0
116,51,126,0
119,49,130,0
122,49,133,0
127,49,136,0
133,51,139,0
137,57,141,0
138,72,141,0
140,98,142,0
141,134,141,0
139,171,139,0
136,200,137,0
134,217,134,0
133,221,130,0
132,215,127,0
132,203,123,0
132,191,120,0
132,177,117,0
132,165,114,0
130,154,112,0
126,144,110,0
124,133,109,0
152,120,107,0
202,107,107,0
216,93,106,0
157,82,106,0
122,74,107,0
126,74,107,0
128,79,107,0
127,87,108,0
127,93,108,0
127,97,108,0
127,99,108,0
127,100,108,0
127,100,108,0
126,99,108,0
126,98,108,0
126,95,108,0
125,90,108,0
124,83,109,0
123,77,110,0
121,70,111,0
119,63,113,0
117,58,115,0
115,54,118,1
115,51,121,2
117,49,125,2
119,48,129,3
123,48,133,4
129,49,136,5
134,53,138,6
138,63,139,7
139,81,140,9
140,110,139,10
140,146,139,11
138,181,137,13
135,206,135,14
133,219,133,15
132,220,130,16
131,213,126,17
131,201,123,18
132,189,119,19
132,177,116,20
132,165,113,21
129,155,111,21
125,144,109,22
124,133,107,23
159,120,106,23
208,107,106,24
215,93,106,24
147,82,106,25
121,77,107,25
127,78,108,26
128,84,108,27
128,91,109,27
127,97,109,28
127,101,109,28
127,103,109,29
127,103,109,30
127,103,109,31
127,102,110,31
126,99,110,32
126,95,110,33
125,90,110,33
124,83,110,34
123,76,111,34
121,69,112,34
119,64,113,34
117,59,115,35
116,55,118,35
116,53,122,35
118,50,126,35
120,49,130,35
125,49,134,35
130,50,137,35
135,54,139,35
138,65,141,35
139,86,141,35
140,117,140,35
141,154,138,35
138,189,136,35
135,212,133,35
133,222,130,35
132,221,127,34
132,212,124,34
132,199,121,34
132,186,118,34
132,173,115,34
131,161,113,34
129,150,111,34
124,139,109,34
132,128,107,34
169,116,107,34
214,103,106,34
194,89,106,34
137,79,107,34
121,75,107,34
127,78,107,34
128,85,108,34
127,91,108,34
127,95,109,34
127,98,109,34
127,99,110,34
127,100,110,34
126,100,110,34
126,99,110,34
126,97,109,35
125,93,109,35
124,87,109,35
123,80,109,35
122,73,109,35
120,66,110,35
117,61,112,35
115,56,115,35
114,52,119,36
114,49,123,36
116,47,127,36
119,46,131,36
125,47,135,37
131,49,137,37
135,54,140,38
138,65,141,39
139,87,141,40
140,118,141,41
140,155,140,42
136,187,139,43
134,208,136,44
132,217,133,45
131,215,130,46
131,206,126,47
131,195,122,48
132,182,118,48
132,171,115,49
131,159,113,49
127,149,111,50
124,138,110,50
139,127,109,50
186,114,108,51
218,101,108,51
179,87,108,51
128,78,109,51
122,75,109,51
128,79,110,51
128,86,111,52
128,94,111,52
127,99,112,52
127,103,112,53
127,104,112,54
127,105,112,54
127,105,112,55
127,104,112,56
127,101,112,58
126,96,112,59
125,89,112,61
124,82,113,63
122,75,114,65
120,69,115,68
118,65,117,70
117,61,120,72
117,58,123,76
117,55,126,79
119,53,129,84
122,52,132,88
127,52,136,93
133,54,138,99
137,61,141,105
139,77,142,111
140,104,142,117
141,141,141,123
140,178,140,129
137,209,138,135
134,226,135,142
133,230,132,148
132,225,129,156
132,214,126,163
132,201,124,170
132,188,121,177
132,176,119,184
131,165,116,191
127,155,115,198
124,144,113,206
141,132,112,214
189,119,112,223
221,106,112,231
179,94,112,240
128,87,113,248
122,85,114,255
127,90,115,255
127,97,115,255
127,102,115,255
127,106,115,255
127,109,115,255
127,111,115,255
127,112,115,255
126,111,115,255
126,109,115,255
126,105,115,255
125,99,115,255
125,91,116,255
123,83,116,255
122,76,117,255
120,70,119,255
118,65,122,255
116,62,125,255
116,60,128,255
116,58,132,255
119,57,136,255
122,56,139,255
127,56,143,255
133,58,146,255
137,65,148,255
139,81,148,255
140,108,149,255
141,145,148,255
139,184,146,255
136,213,144,255
133,229,141,255
132,233,139,255
131,226,136,255
131,214,133,255
131,201,131,255
131,188,128,255
131,175,126,255
130,164,124,255
125,153,123,255
124,141,122,255
153,129,121,255
205,116,120,255
219,102,121,255
158,91,121,255
122,84,121,255
126,85,122,255
128,91,122,255
127,98,122,255
127,103,123,255
127,107,123,255
126,108,123,255
126,109,123,255
126,109,122,255
126,109,122,255
126,106,121,255
125,102,120,255
125,96,120,255
124,88,120,255
122,81,120,255
121,73,121,255
119,68,123,255
116,63,125,255
116,59,128,255
116,57,131,255
117,55,135,255
120,53,140,255
124,53,144,255
129,53,147,255
135,57,149,255
138,65,150,249
139,81,151,242
140,109,151,235
141,144,149,228
138,179,148,220
135,206,145,212
133,220,143,204
132,221,140,195
132,215,137,187
132,203,133,178
132,190,129,169
132,177,126,161
131,165,123,153
128,154,121,145
125,143,119,138
134,131,118,131
172,119,117,124
214,105,116,117
191,93,116,109
136,82,116,102
122,78,116,95
128,80,116,89
128,86,116,83
128,93,116,78
127,98,116,72
127,101,116,67
127,102,116,61
127,103,116,56
127,102,116,51
126,101,116,45
126,99,115,40
126,95,115,35
125,89,115,30
124,82,115,26
122,75,115,22
120,69,116,18
118,63,118,14
116,59,120,10
116,55,123,6
116,52,126,2
118,50,129,1
121,49,132,0
126,49,134,0
132,51,136,0
136,56,138,0
139,67,140,0
140,90,141,0
141,122,141,0
140,159,140,0
137,191,138,0
134,211,136,0
133,219,133,0
132,216,129,0
132,206,125,0
132,194,121,0
132,181,118,0
133,169,115,0
131,157,112,0
127,147,110,0
125,136,108,0
142,124,107,0
190,111,106,0
217,97,105,0
172,83,104,0
126,74,104,0
121,72,105,0
129,76,105,0
128,84,105,0
128,91,106,0
127,95,106,0
127,98,107,0
127,100,107,0
127,100,107,0
127,99,107,0
127,98,106,0
126,95,105,0
126,90,105,0
125,83,104,0
123,76,105,0
122,69,106,0
119,63,107,0
117,59,109,0
115,55,112,0
115,51,116,0
116,49,120,0
119,48,124,0
122,47,128,0
128,47,132,0
134,49,135,0
138,56,137,0
139,71,138,0
140,97,139,0
141,131,138,0
140,168,137,1
136,197,135,3
134,214,133,5
133,219,130,6
132,214,126,8
132,204,123,9
132,192,120,11
133,179,117,12
133,167,114,13
131,156,111,14
126,145,109,14
125,134,107,15
152,122,106,16
202,109,105,16
215,96,104,16
156,84,104,16
122,76,105,17
126,75,105,17
128,81,105,17
128,89,106,18
128,95,106,18
127,99,106,18
127,102,105,19
127,103,105,20
127,103,105,20
127,102,105,21
127,100,105,22
126,97,105,23
126,91,105,24
125,85,105,25
123,77,106,26
122,71,107,28
120,65,108,29
118,60,111,30
117,56,114,31
117,53,118,32
118,51,122,34
120,49,126,34
125,49,129,35
130,50,132,36
135,54,135,37
138,63,137,38
140,82,138,38
141,112,138,39
141,149,137,39
139,184,135,39
136,210,133,39
134,222,130,39
133,222,126,39
133,214,123,39
133,201,120,39
133,188,117,39
133,175,114,38
133,163,110,38
130,153,107,38
126,143,105,37
125,132,104,36
160,120,104,36
210,106,103,35
218,93,104,34
149,82,104,34
122,77,104,33
127,78,105,33
129,84,105,32
128,91,105,32
128,95,105,31
128,98,105,31
128,100,105,30
127,101,105,30
127,101,105,30
127,100,105,29
127,98,104,29
127,94,104,29
126,88,104,29
124,81,104,28
123,74,104,28
121,67,106,28
119,61,108,28
117,57,110,28
115,53,114,28
115,50,118,28
117,48,122,28
120,47,126,28
125,47,130,29
131,48,133,29
136,52,135,30
139,62,137,30
140,82,138,31
141,112,138,31
142,149,137,32
138,182,136,33
135,206,134,34
134,216,132,35
133,216,129,35
133,209,125,36
133,197,121,37
133,185,118,38
133,173,114,38
132,161,111,39
129,150,109,40
125,139,108,40
136,127,107,41
178,115,107,41
216,101,106,41
186,88,106,42
132,77,107,42
122,73,107,42
129,76,108,42
129,83,108,43
129,91,108,43
128,97,109,43
128,100,109,44
128,102,110,44
128,103,109,45
127,103,109,46
127,102,109,47
127,99,109,48
127,95,109,49
126,89,109,50
125,81,110,52
123,74,111,53
121,68,112,54
119,63,114,55
117,59,117,57
117,55,120,58
117,52,123,60
119,51,126,61
122,50,130,63
127,50,134,64
133,52,137,65
138,58,140,67
140,71,142,68
140,95,142,70
141,128,142,71
142,165,141,72
138,196,138,73
135,215,135,74
134,222,132,75
133,218,129,76
133,208,126,76
133,196,122,77
133,183,119,77
133,171,116,77
132,159,114,77
129,148,112,76
125,137,110,76
140,125,109,75
185,112,108,74
218,99,107,74
181,87,107,73
130,79,107,72
122,77,107,71
129,81,107,70
129,88,108,69
129,94,108,68
128,98,108,67
128,100,108,66
128,101,108,64
128,101,107,63
127,101,107,62
127,99,107,61
127,96,107,60
127,92,106,59
126,85,106,58
124,78,107,57
122,71,108,56
120,65,109,55
118,59,111,54
116,55,114,53
116,51,118,52
116,49,122,51
119,47,126,50
122,47,129,49
127,47,133,48
134,49,136,47
138,56,138,46
140,71,139,45
141,96,140,44
142,129,139,44
140,165,138,43
137,195,135,42
134,212,132,42
133,217,129,42
133,213,126,41
133,203,122,41
133,191,119,41
133,178,117,41
134,166,115,41
131,155,113,41
127,144,111,41
125,133,109,41
152,121,108,41
202,108,108,41
216,94,107,41
157,82,108,42
122,74,108,42
127,73,109,42
129,78,109,42
129,86,110,43
128,93,110,43
128,97,111,44
128,100,111,44
128,101,112,45
128,102,112,46
127,101,112,47
127,100,112,48
127,97,112,49
126,92,112,50
125,85,112,51
124,78,112,52
122,71,113,53
120,65,114,54
118,60,116,55
117,56,118,57
117,53,122,58
118,50,126,60
120,49,130,62
124,49,134,64
130,50,138,66
135,54,140,67
139,63,142,69
140,81,143,70
141,110,143,72
142,147,142,73
139,182,140,74
136,208,139,76
134,221,136,77
133,221,133,78
133,214,129,79
133,202,125,80
133,189,122,80
133,177,119,81
133,165,116,81
130,154,113,81
126,143,111,82
125,132,110,81
160,119,109,81
210,106,108,81
219,93,107,80
150,81,107,80
123,76,108,79
128,77,108,78
129,84,109,78
128,91,109,77
128,97,110,76
128,100,110,75
128,102,110,74
128,103,110,73
127,103,109,72
127,101,109,71
127,99,108,70
127,95,108,69
126,90,108,68
125,83,108,67
124,75,108,65
122,69,109,64
120,63,110,63
118,58,112,61
117,55,115,60
117,52,119,58
118,51,123,57
121,49,127,56
126,49,130,55
131,51,134,53
136,55,137,52
139,66,138,51
140,87,139,50
141,118,140,49
142,155,139,48
138,189,137,47
135,211,135,47
133,221,132,46
132,219,128,45
132,209,125,45
133,196,122,44
133,183,119,44
133,170,116,44
132,159,114,43
129,149,112,43
125,139,110,43
135,127,109,43
176,115,108,43
215,102,108,43
187,89,108,43
133,78,108,43
122,73,109,44
129,75,109,44
129,82,109,44
128,89,109,44
128,94,109,44
128,98,110,45
128,99,109,45
128,101,109,45
127,101,109,46
127,100,108,46
127,97,108,47
127,92,108,47
126,86,108,47
125,78,109,48
123,71,110,48
121,65,111,48
119,60,113,49
117,57,116,49
117,54,119,50
117,52,123,50
119,50,126,51
122,49,130,52
127,50,133,52
133,51,136,53
138,57,139,54
140,70,141,55
141,94,142,56
142,127,142,57
141,164,141,58
138,196,139,60
135,216,137,61
134,223,134,63
133,221,130,65
133,212,126,66
133,200,122,68
133,188,119,70
133,176,116,71
132,165,113,73
128,154,111,75
125,143,109,78
143,131,108,81
193,119,108,83
222,105,107,86
177,93,107,89
129,84,108,93
124,81,108,96
130,86,108,101
129,93,109,105
129,100,109,111
128,104,109,117
128,107,110,124
128,108,110,131
128,109,110,140
128,108,110,148
128,107,110,155
127,104,111,163
127,99,112,170
126,92,113,177
125,85,113,185
123,78,115,193
121,71,116,201
119,66,119,210
118,62,122,217
118,59,125,225
118,56,128,231
120,55,132,238
124,54,136,245
129,55,140,252
135,58,144,254
139,66,147,255
140,83,148,255
141,112,149,255
142,149,149,255
140,187,147,255
137,215,145,255
134,230,142,255
133,232,139,255
133,225,136,255
132,214,133,255
132,200,130,255
132,187,126,255
132,175,123,255
130,164,121,255
126,153,119,255
124,142,118,255
155,131,117,255
208,118,117,255
222,105,117,255
158,93,118,255
123,87,118,255
127,87,118,255
128,93,118,255
128,99,118,255
127,105,118,255
127,109,118,255
127,111,118,255
127,112,118,255
127,113,118,255
127,112,118,255
126,109,118,255
126,105,118,255
125,98,118,255
124,90,118,255
123,83,118,255
121,75,119,255
119,69,120,255
117,65,122,255
115,61,125,255
115,59,129,255
117,57,134,255
119,55,138,255
124,55,142,255
129,55,146,255
135,59,149,255
138,68,150,255
139,87,152,255
139,117,152,255
140,153,151,255
137,188,150,255
134,213,147,255
132,225,145,255
131,225,141,255
131,217,138,255
131,205,135,255
131,192,132,255
131,179,129,255
130,167,127,255
127,155,125,255
124,144,124,255
135,132,123,255
177,120,122,255
216,106,122,255
187,93,122,255
133,84,122,255
122,81,123,255
127,83,123,255
128,90,123,255
127,97,123,255
127,101,123,254
127,104,123,252
127,105,123,245
126,105,123,239
126,105,123,233
126,104,122,227
126,101,121,221
126,96,120,215
125,90,119,207
124,83,119,200
122,75,119,192
120,69,119,183
118,64,121,174
116,59,123,166
116,56,125,156
116,54,128,147
118,52,131,139
121,51,135,131
127,51,138,123
132,53,141,116
136,58,144,108
138,71,145,101
139,95,146,94
140,128,146,86
139,165,145,80
136,197,144,74
133,216,141,68
132,223,138,63
